,DRIBBLES,SHOT_DIST,CLOSE_DEF_DIST,TOUCH_TIME
1238,2,6.7,1.8,5.0
2333,0,21.4,6.0,1.9
4980,3,7.0,2.3,5.8
5198,0,3.4,1.4,0.8
2244,6,16.4,2.9,5.9
4012,0,23.5,5.7,1.2
243,0,20.3,3.9,1.1
3604,18,4.3,2.2,17.3
4310,13,16.6,5.8,11.7
3213,5,3.8,2.9,5.3
6026,5,1.0,3.7,5.7
3675,0,5.1,2.1,0.0
2425,0,14.5,2.5,1.6
6317,4,16.6,3.2,3.3
39,8,19.3,4.9,6.3
3792,3,42.9,3.1,2.1
1661,9,7.8,0.0,8.8
5459,7,4.6,2.5,5.4
5461,0,15.6,3.1,-0.1
361,1,25.8,5.2,1.6
4289,2,5.0,1.1,3.0
6059,3,12.2,4.7,9.6
1109,0,2.3,1.3,2.5
1921,2,14.9,3.1,1.5
2680,12,23.1,6.3,9.0
4299,1,4.3,3.5,1.0
2269,1,15.1,2.9,2.7
1640,3,22.4,2.0,5.4
1483,0,20.9,8.9,1.4
444,0,25.6,2.1,0.9
640,0,2.7,0.4,0.7
5750,0,15.5,0.8,4.4
2015,0,25.9,3.1,2.6
2109,0,23.1,7.0,1.1
1208,0,6.2,5.0,1.0
459,0,25.4,2.3,1.9
4613,8,4.2,1.8,9.5
2956,0,25.2,2.1,5.3
5707,4,24.2,4.0,5.3
1153,7,7.0,1.5,5.8
3217,11,7.8,1.8,8.2
6207,0,29.5,6.2,0.1
587,1,8.2,2.6,4.0
625,13,24.3,2.0,11.6
1787,1,25.3,2.2,1.4
1453,0,25.4,3.6,1.0
2742,11,11.9,1.0,7.5
3552,12,14.5,4.0,8.7
1181,13,4.2,5.2,11.4
2880,5,25.0,4.8,4.1
421,1,22.4,3.0,1.0
735,0,24.4,6.0,0.8
1137,6,23.4,7.5,5.5
4258,9,4.8,2.5,7.1
1729,4,8.4,2.2,4.8
4422,0,5.5,1.6,0.7
6040,4,0.8,3.7,6.5
2744,8,14.2,4.4,6.6
5601,0,24.0,8.7,0.8
1338,0,27.3,13.5,1.0
3437,2,24.5,5.7,1.8
2892,0,26.3,7.9,0.6
2405,1,25.6,4.7,3.6
336,0,8.3,2.8,0.8
3750,7,28.6,4.9,3.4
4184,1,19.0,4.5,3.1
3780,7,12.8,2.8,6.7
2712,2,24.2,5.5,-0.1
279,8,7.7,3.5,9.4
1586,3,24.7,3.2,2.4
1282,5,1.0,4.9,4.6
5332,0,20.3,4.4,0.6
5120,0,4.2,2.6,4.3
876,0,27.6,1.6,1.2
6424,1,5.4,7.6,1.0
3444,3,24.4,5.4,4.5
5579,0,16.2,4.0,0.8
3624,4,2.1,8.8,3.4
3687,3,3.7,46.9,3.6
138,0,3.3,2.4,0.5
2069,3,4.6,4.1,2.9
4633,0,21.9,8.3,1.2
3708,0,3.1,0.9,0.7
504,0,1.5,1.7,0.6
2293,0,22.3,2.6,0.7
2609,3,19.5,3.1,4.3
3294,3,1.9,1.4,5.4
5710,0,2.0,2.3,0.1
2646,0,22.0,3.9,0.8
913,0,27.8,3.9,0.7
5603,6,18.5,4.4,6.9
3669,4,7.3,5.5,3.9
1989,0,22.5,4.7,0.7
120,1,23.4,2.8,2.0
387,3,15.4,3.5,4.5
2836,0,25.4,0.0,1.0
2857,10,2.9,2.3,11.4
5586,0,17.4,4.3,1.8
37,1,25.5,4.7,2.3
4397,3,5.7,1.3,3.9
4879,1,4.4,2.2,1.5
2546,0,16.4,4.3,0.4
1246,0,21.3,5.4,1.1
6199,0,23.1,5.0,2.8
4988,4,8.9,1.3,6.7
4870,1,3.9,2.5,1.8
2290,2,14.3,4.0,3.4
1244,4,19.9,6.9,3.7
1086,1,15.8,4.0,2.0
3269,11,12.3,2.8,7.2
5224,5,28.1,2.0,4.5
4285,2,13.9,8.2,2.2
3605,8,5.3,2.5,7.8
6432,2,10.0,1.9,6.5
5549,0,16.5,5.4,0.8
6453,11,24.5,2.3,6.9
4958,0,6.6,3.3,0.8
1771,5,25.3,5.4,4.7
2311,2,24.2,5.6,3.0
4083,4,1.6,2.5,4.7
3439,4,18.5,6.2,4.2
147,0,24.4,11.1,1.0
3403,3,4.9,2.8,3.8
1910,2,5.1,2.5,3.4
1587,3,3.3,4.6,3.0
2424,1,17.4,3.8,1.2
4756,0,6.9,1.6,0.6
3353,3,3.8,6.1,2.5
4922,6,11.1,2.5,6.0
1526,9,24.6,5.7,8.0
6330,5,5.8,3.4,4.9
35,12,11.8,3.8,15.5
4868,0,18.8,6.3,1.1
631,8,9.5,2.6,8.7
6057,1,3.2,3.4,1.8
4564,3,5.2,1.1,5.0
4519,1,2.1,1.5,4.2
2791,6,10.0,1.7,4.1
5690,0,26.1,4.6,0.8
728,0,23.3,20.1,0.0
5297,5,17.4,5.2,4.6
3888,4,5.9,3.0,3.2
3173,3,4.0,3.0,4.5
1394,5,2.6,2.1,7.6
5183,0,3.9,2.0,0.8
3030,2,9.1,2.1,3.0
453,10,23.3,5.5,9.6
1056,2,25.9,3.1,4.8
5338,2,17.2,3.2,6.8
5654,0,23.9,6.3,1.0
3032,9,24.9,4.7,9.5
1152,7,3.1,0.3,5.9
2492,0,16.8,2.4,0.7
1058,6,24.5,3.4,5.4
441,1,31.9,4.6,3.5
2933,14,9.3,3.3,13.8
6331,2,0.1,2.8,2.9
3406,6,24.1,7.0,4.7
5266,1,16.1,5.0,2.8
3345,20,10.8,4.3,16.5
3812,2,11.9,3.7,4.7
2284,0,24.4,6.0,0.0
2123,0,17.6,5.8,1.6
1490,1,2.2,1.5,1.7
2718,6,4.7,2.1,5.0
2739,0,25.4,4.3,1.8
5958,1,15.6,4.6,3.5
1514,16,24.2,4.5,17.7
173,2,4.6,0.7,3.0
448,12,12.8,2.9,10.8
207,1,3.6,1.4,2.1
5106,0,13.3,2.7,2.6
3591,6,18.2,3.8,8.0
4160,5,24.8,5.6,5.5
3861,15,5.4,2.4,19.7
981,5,10.2,1.0,5.8
4823,0,14.1,5.5,0.8
6030,0,24.8,7.0,1.8
1963,1,22.4,3.6,2.0
5587,1,5.2,0.2,1.3
932,7,22.6,4.6,5.8
4469,3,9.1,1.6,2.9
1698,9,22.6,4.0,8.7
85,3,25.7,2.9,6.5
3618,3,21.8,4.2,10.1
4112,16,23.9,2.0,15.8
4168,1,24.8,3.2,4.0
2302,0,22.3,3.5,0.7
2746,16,14.5,2.9,13.2
4623,0,16.2,7.3,1.0
2805,0,23.2,5.2,0.9
4661,0,8.8,2.3,0.5
2175,0,4.4,2.9,0.7
5934,3,20.8,4.5,3.1
5082,0,18.7,5.5,1.0
1428,1,16.9,4.2,1.4
800,8,0.9,2.3,6.6
6419,5,6.4,3.2,4.7
3636,1,5.8,2.5,1.9
6129,6,25.4,3.5,5.0
5320,0,20.3,3.4,0.7
3610,16,14.8,4.8,14.3
4896,0,4.0,3.9,0.6
4842,2,19.9,5.7,1.4
2001,8,16.5,3.9,5.9
5930,5,18.2,4.4,5.1
4392,11,3.0,2.0,9.4
3899,5,7.7,0.9,6.0
5124,0,6.6,1.4,0.5
6439,7,5.3,1.6,6.0
6088,0,0.4,3.2,1.2
4318,5,21.8,3.4,7.3
5638,4,11.1,2.8,4.3
1178,0,26.4,6.3,0.6
2881,0,26.1,4.9,0.8
3874,9,4.3,3.7,12.4
2578,0,21.6,2.2,0.8
2513,0,24.4,4.2,0.7
3910,10,6.1,3.2,11.0
5524,18,17.1,4.6,16.9
723,0,23.7,6.0,0.9
2522,4,4.7,0.5,3.1
2720,4,24.5,4.5,4.7
6324,6,24.7,9.3,8.4
5344,0,24.3,2.6,2.1
2852,2,3.2,2.7,2.6
901,7,12.3,3.4,6.6
3168,10,3.3,2.4,10.5
2820,6,14.6,4.6,6.2
6296,0,1.9,0.1,1.2
5487,9,11.4,1.6,11.5
314,1,14.5,2.5,3.3
5309,2,14.7,3.3,3.0
2981,9,19.8,2.4,8.7
5698,0,2.9,1.4,0.0
60,6,25.1,3.4,6.4
1335,2,25.3,8.0,2.4
6039,5,4.6,3.8,7.0
6062,0,22.6,4.4,0.7
4,0,26.4,5.7,6.7
766,1,18.5,1.1,2.9
5300,1,11.2,2.4,3.6
4843,2,16.1,2.2,1.9
2470,0,32.7,22.2,4.0
1718,1,24.1,3.6,1.2
622,6,14.9,2.2,7.8
26,5,25.8,4.6,5.7
6422,4,2.5,2.9,3.2
4511,2,18.8,5.4,3.7
6210,1,24.7,2.8,1.8
1814,1,9.0,3.9,2.2
5026,0,2.1,1.4,0.0
5246,0,2.5,2.3,3.5
5896,2,13.8,1.7,1.6
1785,4,16.1,2.5,4.4
1648,0,10.0,2.7,1.4
2242,0,21.7,5.2,0.7
2113,0,22.4,10.0,1.1
2554,0,10.3,2.9,0.6
4654,0,3.8,2.8,0.7
3356,1,12.4,2.6,1.6
2462,2,21.2,4.8,2.3
5622,1,19.0,5.3,3.5
130,8,6.5,4.6,7.4
3155,2,9.2,3.2,2.5
5097,0,3.9,2.9,0.5
5757,0,24.3,5.2,0.9
6327,0,1.6,1.1,1.1
2785,12,24.4,2.0,13.6
3015,5,18.9,10.2,6.0
6212,5,13.3,5.8,4.8
181,10,13.5,2.6,8.2
4716,0,5.8,2.3,0.0
1598,9,21.2,3.3,6.5
541,0,27.6,3.0,2.4
5376,6,4.2,3.1,5.4
6113,1,18.5,4.0,2.7
5445,5,1.7,1.5,6.4
1883,1,22.3,2.9,1.6
4875,1,11.8,2.6,4.2
4928,2,11.1,2.7,5.0
383,1,13.4,1.6,6.0
512,11,12.8,2.2,14.1
5514,2,8.6,1.9,6.8
2134,0,24.6,3.2,0.8
1085,9,2.5,2.1,8.2
699,1,20.3,2.9,3.7
1730,0,24.5,5.4,0.7
5864,0,7.1,1.8,0.6
4529,3,11.0,2.6,2.6
3328,7,3.6,2.4,6.2
5973,1,20.4,4.2,1.6
3526,7,14.8,3.2,6.4
4091,5,28.1,4.5,3.9
4047,1,4.6,3.4,3.6
5347,1,3.1,1.6,2.0
4541,1,5.6,0.8,1.2
916,13,8.3,0.2,12.0
2896,0,22.5,5.6,0.8
4690,0,1.2,1.0,0.7
6318,25,15.7,2.5,21.6
760,0,3.8,6.7,1.0
770,0,3.3,3.4,1.0
1293,4,2.7,1.6,2.9
4483,0,11.4,2.9,1.1
3658,5,25.3,4.0,5.7
2699,14,7.5,0.5,14.2
2535,1,9.4,2.0,4.3
2592,4,26.0,4.2,4.5
1114,6,8.6,3.0,5.1
5525,3,9.1,2.6,4.7
798,9,25.5,5.7,7.8
5473,2,12.6,3.7,1.9
5591,1,10.4,2.1,2.6
2900,0,15.6,2.9,2.9
3859,6,2.5,4.2,5.2
3872,4,25.1,10.4,5.1
2568,1,23.9,2.6,1.2
680,4,18.2,3.2,2.6
2124,4,3.3,2.2,4.6
2600,2,7.6,3.5,3.0
2004,0,21.1,2.2,2.5
4899,1,5.3,2.5,2.2
4649,0,3.5,6.1,0.5
5563,0,25.3,3.6,0.8
1412,4,5.8,1.8,3.3
5242,2,24.1,4.0,4.1
4129,0,22.0,4.1,2.0
342,4,15.9,1.7,6.7
5515,0,21.5,4.2,2.5
4934,5,4.5,1.5,7.3
2838,4,24.6,3.3,5.2
5512,0,16.1,6.8,0.8
3448,5,20.6,2.3,5.7
140,0,25.1,2.0,1.5
1310,0,26.6,2.5,0.8
6226,2,26.3,3.3,2.6
2741,0,2.1,4.7,0.7
3263,3,1.7,1.9,3.3
3477,7,27.0,5.2,5.4
227,0,1.2,0.4,0.0
3021,2,20.3,4.8,1.7
578,1,17.7,2.8,4.5
2797,5,31.2,4.3,5.5
1297,6,17.8,9.1,5.8
5881,0,11.7,2.3,2.6
2226,4,10.7,3.6,4.3
2957,2,15.0,3.5,3.6
163,0,17.4,2.6,0.1
2343,8,5.7,2.1,7.6
5235,0,17.4,5.7,0.8
6305,5,24.6,3.2,4.5
192,6,25.2,2.4,8.2
6224,4,12.4,2.6,3.2
4078,3,11.5,4.3,8.2
6445,6,12.7,4.9,6.4
3114,1,3.8,1.5,1.4
2799,6,10.2,2.2,4.9
3066,5,15.1,3.3,3.5
2614,0,5.3,3.4,0.6
5847,0,14.7,3.1,5.0
2844,0,1.3,1.0,0.7
4237,18,10.1,4.2,18.6
3505,0,24.8,5.5,2.5
2460,0,24.6,3.5,0.7
427,0,15.4,3.3,1.2
4150,0,25.2,3.9,11.8
4086,2,16.5,3.7,6.9
4265,19,5.6,4.0,17.2
449,1,21.6,3.3,6.0
1665,2,24.2,4.1,1.9
4156,1,1.6,0.3,2.0
2247,1,17.3,3.6,1.3
2129,0,25.2,5.0,0.8
5521,0,27.7,3.4,0.6
313,0,23.5,5.5,0.8
4373,0,26.1,8.1,1.0
4193,1,5.4,7.6,1.0
369,3,16.4,7.4,2.8
3950,2,3.6,3.0,2.4
1857,0,24.8,4.0,0.8
1561,0,25.8,8.3,3.0
755,1,23.1,4.1,2.4
664,0,17.9,2.3,1.2
3343,0,25.1,7.0,1.0
266,1,14.7,3.1,2.1
1375,5,19.7,4.8,4.6
3323,12,0.4,0.0,12.1
2966,0,24.4,4.9,0.7
2962,11,3.0,3.8,8.7
6274,2,2.7,3.4,3.4
5315,2,2.4,2.6,5.1
4543,23,7.1,2.0,22.9
4905,1,10.3,3.0,2.5
5793,1,3.0,1.9,1.2
678,7,12.8,4.2,6.7
3228,2,13.4,2.5,2.0
126,1,18.5,3.8,2.9
4251,2,20.2,4.6,4.4
2547,3,6.3,5.4,3.2
1837,4,12.2,3.6,6.0
3411,0,24.3,4.5,0.8
4240,1,17.7,4.9,4.0
2219,1,33.5,4.7,1.5
4188,13,10.3,3.9,11.2
5197,3,8.0,2.3,6.1
5675,4,24.2,4.7,3.3
370,1,17.1,2.9,5.7
3249,14,20.9,1.7,12.2
3978,0,3.4,2.6,1.6
1272,7,29.9,5.5,8.0
285,10,14.3,2.6,9.0
95,12,22.1,2.2,12.4
1170,0,26.1,3.6,1.0
5876,3,12.0,1.8,4.1
609,0,10.5,1.3,3.0
1228,5,12.5,3.6,5.6
2453,2,4.9,3.2,2.1
6405,0,2.5,0.2,0.6
1485,0,0.6,6.0,0.9
4198,1,23.6,3.4,9.0
2034,0,22.6,3.2,1.0
3333,3,3.4,2.7,4.5
171,1,25.4,1.5,1.8
4093,1,3.4,3.0,3.3
6008,0,3.3,0.6,0.1
1003,6,15.3,3.5,4.4
4909,0,6.6,1.1,0.0
5080,2,15.7,5.0,4.9
5769,0,20.0,2.8,2.3
5110,0,21.9,6.9,1.5
5935,0,1.7,1.8,0.1
5464,0,5.1,6.0,2.3
3527,0,23.2,4.8,0.7
2856,4,18.9,1.4,4.4
250,1,24.5,3.2,2.3
3961,2,17.2,4.6,2.9
5616,3,30.1,2.5,3.1
3706,12,25.2,4.3,10.8
4734,0,13.9,4.9,0.8
48,11,23.7,5.1,12.7
1352,12,1.7,2.0,16.1
111,2,5.2,0.0,3.8
2810,0,25.1,6.0,0.8
950,2,1.9,3.4,3.0
193,14,11.5,3.8,13.0
6450,4,24.4,5.9,4.5
1464,1,25.2,6.3,2.0
2788,1,2.9,4.7,1.8
612,9,5.6,1.7,7.9
4619,0,15.5,7.6,0.9
4465,6,23.4,5.0,6.4
152,3,18.5,0.8,3.8
109,1,18.2,4.2,4.6
4154,3,3.6,1.5,4.3
672,0,15.8,1.9,0.8
881,0,3.6,1.9,1.7
6139,3,6.9,2.4,5.8
2655,5,0.3,0.9,6.2
2368,4,3.2,3.5,4.6
5072,0,5.6,2.2,0.8
3355,4,5.1,1.7,3.9
3967,0,1.2,9.3,1.1
3467,0,26.2,3.6,1.1
3705,21,6.0,3.0,18.3
2595,0,23.9,2.2,1.0
2708,4,26.4,7.2,4.0
1874,3,0.8,4.5,3.0
1308,5,4.0,4.9,3.7
1602,3,24.6,6.5,1.8
1157,6,5.1,6.6,5.6
4669,0,4.5,1.5,1.1
4897,0,4.1,0.1,0.9
2235,0,16.6,3.1,0.2
3359,1,2.4,3.2,1.5
5602,1,1.9,1.3,5.6
4171,4,4.2,2.4,8.6
2374,1,1.4,2.0,1.9
2420,1,6.7,3.5,1.5
2853,5,23.4,2.4,6.7
1440,0,24.2,2.6,0.6
1337,20,7.3,2.9,17.2
1723,0,17.3,2.6,1.0
5551,1,16.7,3.7,4.5
5153,0,4.0,2.2,0.7
5179,0,16.7,5.0,3.0
3321,8,3.8,3.1,6.6
5874,0,23.5,4.1,0.7
2496,0,25.2,4.0,0.7
5073,0,2.1,3.3,0.8
882,5,3.3,1.6,5.0
838,0,22.7,6.6,0.8
567,3,19.6,2.1,3.6
1966,0,24.7,3.8,1.4
3033,12,4.8,1.0,9.9
2593,0,20.1,2.3,2.2
6308,0,19.9,4.6,0.6
3742,6,7.1,2.2,4.4
4693,0,0.8,0.9,0.0
3354,5,19.8,3.1,3.9
5378,0,22.0,2.2,4.3
2652,5,15.7,4.9,5.6
315,1,2.7,6.4,1.4
572,5,25.3,7.0,5.6
3423,0,33.7,10.0,3.2
2922,12,2.2,2.1,11.9
2586,8,13.8,2.2,8.4
3581,0,26.3,5.1,2.5
5569,0,25.0,6.3,0.9
3586,5,16.8,3.2,7.2
4963,0,18.7,7.6,1.2
4902,1,5.5,2.0,3.0
1074,5,22.1,4.6,5.6
2497,0,24.6,6.9,0.7
1141,6,25.5,1.6,6.7
6338,7,4.5,2.7,4.6
2972,0,2.3,3.0,1.8
6288,7,6.9,2.5,6.5
3734,3,6.5,3.0,2.6
3845,5,6.6,4.3,5.8
2299,3,4.2,0.6,2.6
3911,0,29.0,7.8,1.4
1017,5,4.9,2.2,8.3
5335,0,18.1,3.9,0.9
929,0,25.5,5.9,0.6
5869,2,4.6,3.2,4.8
4067,0,19.7,4.6,3.7
748,2,24.5,3.8,1.7
2559,2,4.5,3.6,3.8
1788,2,6.7,1.4,2.1
623,2,2.4,1.2,2.3
6133,0,25.2,4.0,0.7
4432,5,3.4,4.4,5.6
5678,2,5.7,3.0,5.8
1344,0,22.4,4.3,0.5
4371,15,24.3,10.9,13.7
4546,11,5.5,1.2,9.2
3357,1,16.2,2.1,3.3
1057,0,25.2,3.8,0.9
1064,2,12.2,3.5,2.1
1381,9,13.5,4.0,6.7
4068,0,28.2,12.5,0.7
5526,0,23.8,4.0,2.7
1790,1,15.7,6.8,1.2
5066,1,10.6,5.3,1.4
517,0,4.6,2.7,0.7
3398,2,19.2,7.2,3.1
6448,13,4.2,5.2,11.4
479,2,25.8,3.4,3.7
2035,0,22.3,5.4,0.7
229,1,4.9,1.0,1.9
2519,0,19.5,5.3,0.4
2544,0,21.6,7.1,2.1
2706,1,17.5,8.5,1.7
5186,1,7.3,0.9,1.3
2735,1,11.6,1.8,1.9
2761,0,22.5,9.9,1.3
1554,4,5.1,2.7,3.9
5666,0,1.7,3.4,0.0
5361,0,4.2,0.7,0.4
1229,5,11.9,4.2,6.6
3435,6,25.5,6.4,5.8
2901,5,13.6,7.1,6.8
2759,16,4.2,5.4,12.4
4337,24,6.6,2.3,22.1
594,1,7.1,3.1,1.4
3701,3,9.5,1.4,3.0
4077,3,11.5,3.3,6.1
3515,0,24.4,7.2,1.2
3082,0,26.6,5.9,1.3
3362,4,16.0,4.5,4.9
2573,2,4.2,2.4,1.9
3631,9,5.8,1.3,9.3
4510,5,10.2,1.5,4.3
2685,18,21.7,6.9,16.0
1871,0,26.4,6.0,0.8
6,2,24.5,3.2,2.5
392,11,11.5,3.2,11.6
4266,2,15.0,4.7,2.4
5260,1,15.7,2.1,4.8
5451,2,3.0,1.7,4.5
1580,1,0.6,4.0,1.8
2561,0,24.7,3.2,0.8
2893,7,2.1,1.1,5.9
1343,0,19.0,4.9,0.6
2224,3,22.8,1.4,1.8
2376,0,24.1,9.4,0.8
4239,3,11.0,9.1,3.2
4017,0,14.6,9.5,0.0
799,1,2.3,9.8,1.8
280,4,1.3,1.7,4.5
2862,6,8.1,3.1,5.5
731,0,23.1,13.6,0.8
2911,0,23.2,4.3,1.2
4985,0,0.7,3.0,1.0
2610,4,24.7,4.0,4.4
3860,0,32.0,4.5,1.5
1129,0,25.0,6.0,0.6
1707,0,24.6,15.4,1.0
4015,16,7.6,4.0,16.1
2970,18,6.7,2.3,18.7
5210,1,16.4,0.5,3.3
5298,1,12.3,2.2,4.0
4560,0,21.1,2.1,1.0
5686,2,16.5,4.2,5.0
1702,0,16.7,3.9,0.6
3601,0,23.2,2.6,7.0
2587,0,25.0,2.3,0.6
180,0,24.6,6.2,1.2
24,9,15.8,2.3,12.9
6307,0,2.8,2.9,4.6
1564,8,24.3,8.3,7.1
2323,0,24.7,4.5,0.8
5619,0,17.9,1.9,2.1
3373,0,25.2,5.1,0.7
6282,7,19.0,7.0,5.9
2757,1,0.6,3.5,2.2
2114,0,22.9,4.6,0.9
6209,2,9.2,3.1,2.2
1782,0,26.1,4.1,0.8
1668,6,27.8,5.4,5.5
431,3,17.7,2.9,7.7
4643,0,19.7,6.4,1.0
569,0,24.9,0.8,1.0
6254,6,25.2,4.1,6.2
87,9,14.4,3.2,7.6
6387,9,8.7,4.6,5.9
5282,0,24.5,7.8,0.7
3255,1,18.3,2.0,1.8
2495,2,2.1,2.1,4.2
5135,1,9.5,4.5,2.1
5897,0,18.2,1.5,2.1
4128,0,25.9,4.5,1.3
3559,2,16.8,2.7,5.2
1825,2,26.2,5.2,3.8
4841,0,2.3,0.2,1.3
4421,0,2.1,1.9,0.9
2190,0,27.4,5.4,1.9
2523,1,13.2,3.0,1.1
1365,3,1.3,1.4,2.6
5047,0,19.9,7.4,0.8
2626,2,0.2,2.1,3.3
5132,4,12.8,4.7,6.2
1699,0,13.1,2.1,0.7
5589,0,14.9,1.8,1.0
4941,0,4.1,6.5,0.8
4000,4,6.1,5.5,5.3
3815,8,18.8,2.6,6.8
5330,1,18.2,4.5,1.4
3914,17,29.5,2.4,17.5
132,2,23.7,1.2,2.2
2616,2,4.8,4.6,4.7
6218,0,25.1,4.4,1.4
6366,0,19.8,6.5,0.8
3452,0,12.7,2.3,0.0
2195,2,7.3,0.0,2.7
855,0,24.1,10.1,1.0
264,4,9.0,1.6,5.7
3635,10,4.3,2.0,11.1
1096,8,21.8,4.2,6.3
5787,0,24.8,2.0,0.8
5373,2,5.2,1.6,2.0
3378,7,9.2,2.9,5.4
5803,8,12.8,3.9,8.5
486,1,19.6,3.2,4.1
3256,3,5.5,2.1,2.3
6191,1,4.2,2.7,1.2
3890,13,18.4,4.1,12.1
1584,3,18.8,4.1,2.3
1189,2,27.7,2.0,2.8
1374,0,20.9,3.3,0.8
2236,1,26.5,5.6,3.0
426,0,23.1,3.5,3.1
4971,0,1.4,3.7,0.3
2077,5,24.5,5.5,6.7
4668,0,0.9,1.4,-0.4
3564,10,25.8,3.0,8.2
5049,0,3.7,3.0,0.6
2842,6,15.5,1.4,6.9
3492,7,12.4,3.1,5.0
4389,8,25.0,4.2,6.8
3681,0,31.1,5.2,1.0
2629,0,2.9,3.4,0.9
4340,0,3.5,2.7,0.8
2984,5,2.5,2.6,4.8
5948,0,20.6,5.2,0.8
5144,0,18.5,7.2,1.0
4592,0,6.4,3.1,1.4
5917,1,21.7,5.6,3.6
4944,0,0.3,0.7,3.1
6020,2,17.9,9.7,3.2
5937,0,1.7,2.3,0.1
5635,0,2.8,1.5,1.2
841,12,17.8,7.9,10.0
6382,9,2.8,2.8,7.6
1903,1,25.3,3.4,1.4
595,2,20.2,4.2,1.0
4035,10,25.8,5.4,9.0
3199,0,5.1,2.7,0.7
131,0,25.2,1.8,1.0
1163,1,26.0,5.8,2.0
4183,2,15.0,2.8,9.4
3091,5,5.8,1.1,4.4
6454,0,13.7,5.2,1.2
2991,5,1.2,3.5,6.3
1637,1,2.3,1.9,2.4
245,1,4.7,2.8,1.2
1435,17,7.3,0.8,9.0
6141,6,1.7,2.9,6.5
1836,2,9.9,1.9,1.8
6185,4,4.7,0.5,3.1
4486,0,25.2,12.3,1.2
1818,0,8.8,2.2,1.1
4082,0,19.0,3.9,6.2
5270,1,10.8,1.8,6.0
6421,3,16.8,3.3,5.0
4863,4,9.3,2.9,7.1
1767,12,2.8,2.7,9.5
1291,0,22.0,2.9,0.8
5472,1,2.5,0.6,6.2
2334,1,19.0,3.2,1.1
6372,1,25.9,5.6,2.1
1990,0,24.3,6.3,1.1
3377,0,24.9,6.3,1.3
1167,4,2.7,2.2,4.3
4569,0,27.5,4.5,1.7
2697,6,7.7,2.0,5.0
2775,10,1.5,2.5,5.9
3814,22,19.2,3.9,20.1
1677,12,6.5,1.9,8.7
3577,8,6.5,3.1,6.4
2698,14,4.7,2.9,13.3
118,8,14.7,5.7,6.8
5248,1,9.2,2.4,4.8
2839,3,9.4,3.0,4.4
3506,14,12.8,5.0,10.2
89,3,24.2,5.0,3.7
4544,0,3.9,4.9,1.0
4622,0,2.1,0.8,0.0
2536,3,4.2,4.3,3.2
4603,0,7.3,3.1,0.9
4496,15,3.0,3.6,15.9
5101,3,7.1,2.0,7.8
3219,9,5.1,2.5,8.3
5421,2,4.3,1.2,6.3
2208,0,4.6,4.7,1.1
588,0,25.6,3.9,1.1
2607,0,24.3,2.2,0.6
4891,3,8.4,2.2,3.5
1708,0,25.0,3.7,0.7
4306,2,18.2,6.6,2.6
1811,0,2.4,2.6,0.9
1610,6,6.6,3.3,5.5
1641,1,25.8,6.0,2.0
1629,0,3.2,1.9,0.9
1106,2,18.8,2.3,2.3
6326,0,3.5,2.3,1.7
681,1,10.4,1.7,3.4
708,21,9.3,3.8,18.6
4191,1,19.8,2.9,5.9
2657,5,4.5,2.6,4.8
5222,2,5.0,2.4,2.2
1706,5,14.5,4.9,4.8
5134,0,17.1,5.4,0.7
977,7,6.9,1.9,6.8
3846,0,24.2,5.3,0.9
1546,1,23.1,7.5,1.8
5017,0,5.2,1.2,1.0
4552,0,14.3,11.6,0.0
3299,3,24.8,5.3,3.2
6408,0,3.6,3.2,0.6
5177,0,4.2,0.1,0.0
3772,0,3.3,2.8,0.8
3828,16,8.5,0.8,13.3
5659,5,22.4,4.4,5.7
4057,4,2.8,3.0,4.9
5522,0,25.5,4.6,0.8
1143,3,27.6,6.1,4.1
2942,8,3.1,2.1,8.2
356,0,1.2,1.9,0.7
4021,15,20.3,3.3,13.2
1323,0,24.0,4.4,1.2
5763,3,14.7,3.9,5.0
1832,4,3.5,2.2,5.4
5372,1,3.8,0.1,1.9
1459,18,13.8,2.5,17.1
3375,0,26.3,9.1,1.0
4161,0,4.0,2.2,0.5
3404,5,24.9,5.1,5.4
4416,0,26.1,4.6,0.8
3942,18,22.3,5.0,15.8
3698,6,3.2,0.7,6.1
5636,0,20.7,3.1,0.8
5055,0,3.6,4.3,0.7
399,7,9.5,2.8,6.7
638,0,27.1,3.5,1.4
5364,0,1.4,0.7,1.3
4033,8,4.0,2.8,6.8
1261,1,15.2,5.0,2.1
580,4,1.0,3.9,3.8
917,7,27.5,4.4,7.3
5949,2,15.2,1.3,3.7
887,9,26.6,5.2,8.5
2054,4,8.4,3.2,5.8
5273,8,22.1,1.5,8.6
3360,8,2.4,4.4,6.8
267,4,15.5,3.1,3.4
1499,7,16.7,3.2,6.0
1313,13,25.0,5.7,10.2
3122,10,16.3,4.6,8.9
5956,0,11.9,2.8,0.7
4943,1,6.9,1.4,4.4
2432,3,9.6,5.5,3.0
1747,2,2.9,1.8,3.6
2855,1,26.2,3.5,1.4
6397,1,2.1,0.8,2.1
792,3,7.4,3.7,2.8
2622,1,24.7,6.0,1.4
1373,0,24.9,2.9,1.0
4801,1,15.9,5.4,5.2
644,0,24.4,5.4,3.4
5669,6,18.6,3.2,5.3
2481,0,24.8,8.8,0.9
51,0,21.9,5.0,0.7
1895,0,23.1,3.6,0.6
2416,5,6.9,3.3,4.8
1778,3,18.1,5.4,3.0
2055,0,25.2,4.0,0.7
