,DRIBBLES,SHOT_DIST,CLOSE_DEF_DIST,TOUCH_TIME,SHOT_RESULT
44675,7,25.3,6.4,8.4,missed
44676,3,2.2,1.1,2.2,made
44677,14,4.9,2.5,9.3,missed
44678,3,21.7,3.4,3.4,made
44679,2,24.9,7.8,4.2,missed
44680,1,3.6,1.9,1.1,missed
44681,2,3.2,4.9,3.2,made
44682,8,6.6,3.0,7.2,missed
44683,1,22.6,7.3,2.0,made
44684,4,24.7,5.5,3.2,made
44685,9,21.8,1.3,8.1,missed
44686,10,4.3,0.4,8.8,made
44687,0,24.6,7.2,0.8,missed
44688,4,7.0,0.2,2.7,made
44689,1,4.8,3.9,1.5,made
44690,3,1.7,11.8,3.8,made
44691,12,23.1,6.3,9.0,missed
44692,9,25.6,4.4,8.7,made
44693,11,5.7,4.0,9.0,missed
44694,11,25.0,1.4,10.5,missed
44695,9,23.4,4.5,8.3,made
44696,18,21.7,6.9,16.0,made
44697,8,7.0,0.4,5.6,missed
44698,0,25.4,6.0,0.6,missed
44699,12,7.5,2.3,9.5,made
44700,4,14.9,3.6,4.2,missed
44701,0,24.9,16.2,1.1,missed
44702,11,2.6,0.8,9.2,made
44703,0,22.6,13.3,1.3,missed
44704,5,12.6,2.4,7.3,missed
44705,8,5.3,2.6,5.8,missed
44706,0,24.1,6.5,0.7,missed
44707,9,3.8,4.1,9.5,made
44708,6,7.7,2.0,5.0,missed
44709,14,4.7,2.9,13.3,missed
44710,14,7.5,0.5,14.2,missed
44711,11,16.0,4.3,10.5,missed
44712,4,16.0,3.3,5.3,missed
44713,7,0.4,1.7,6.6,missed
44714,2,3.5,3.2,3.8,made
44715,8,7.2,4.1,6.6,missed
44716,6,24.4,4.1,5.5,missed
44717,1,17.5,8.5,1.7,made
44718,6,5.9,4.4,6.1,made
44719,4,26.4,7.2,4.0,missed
44720,4,5.1,1.1,6.2,made
44721,0,23.2,4.4,3.6,missed
44722,14,2.3,0.7,13.2,made
44723,2,24.2,5.5,-0.1,missed
44724,4,4.6,3.6,4.7,made
44725,8,3.8,0.9,8.1,missed
44726,11,7.0,2.2,9.4,made
44727,8,2.2,2.6,7.5,made
44728,10,5.6,3.9,8.0,made
44729,6,4.7,2.1,5.0,missed
44730,0,22.6,4.2,0.9,made
44731,4,24.5,4.5,4.7,made
44732,3,26.8,5.0,2.9,missed
44733,4,2.0,1.6,2.7,made
44734,10,2.1,1.8,6.7,made
44735,0,2.7,2.0,0.8,made
44736,3,6.0,2.7,4.0,missed
44737,1,22.4,5.7,1.2,made
44738,3,23.8,3.7,4.2,missed
44739,0,24.1,13.0,1.3,missed
44740,15,12.2,3.7,12.6,made
44741,3,2.4,3.7,3.9,made
44742,13,3.4,2.4,12.3,missed
44743,0,5.1,3.9,0.0,missed
44744,7,22.8,3.6,7.8,made
44745,2,7.0,2.4,2.9,missed
44746,1,11.6,1.8,1.9,made
44747,2,4.1,0.6,5.0,missed
44748,4,4.4,1.2,4.8,missed
44749,0,10.4,1.6,0.0,made
44750,0,25.4,4.3,1.8,missed
44751,2,24.8,3.2,2.5,missed
44752,0,2.1,4.7,0.7,made
44753,11,11.9,1.0,7.5,missed
44754,2,9.0,2.1,2.0,missed
44755,8,14.2,4.4,6.6,made
44756,4,18.1,2.1,4.7,missed
44757,16,14.5,2.9,13.2,missed
44758,3,7.2,4.6,3.6,missed
44759,5,2.5,0.1,4.2,missed
44760,11,7.8,0.9,9.6,missed
44761,8,25.2,3.3,7.3,made
44762,2,10.4,2.2,4.8,missed
44763,9,2.6,0.5,9.4,missed
44764,3,4.4,3.7,4.1,made
44765,12,3.6,1.4,10.4,made
44766,11,10.3,4.4,7.5,missed
44767,0,20.9,2.9,0.7,missed
44768,1,0.6,3.5,2.2,made
44769,0,26.4,5.9,1.0,made
44770,16,4.2,5.4,12.4,missed
44771,4,17.9,2.6,2.2,missed
44772,0,22.5,9.9,1.3,made
44773,6,26.1,5.1,6.1,missed
44774,4,3.4,1.8,5.0,missed
44775,3,23.0,4.4,2.8,made
44776,4,10.6,3.4,4.2,missed
44777,7,25.8,4.2,7.1,made
44778,12,25.8,3.3,11.5,missed
44779,17,9.2,2.8,14.3,missed
44780,0,2.5,1.2,0.0,missed
44781,0,3.8,0.6,0.9,made
44782,4,10.0,3.4,3.6,missed
44783,0,26.1,6.2,0.9,missed
44784,2,3.9,1.7,4.4,made
44785,4,5.4,3.0,2.7,made
44786,10,1.5,2.5,5.9,made
44787,11,25.1,2.7,7.5,made
44788,0,24.3,12.7,0.9,made
44789,0,23.8,3.3,0.7,missed
44790,6,16.9,1.5,5.3,missed
44791,4,26.0,4.8,4.0,made
44792,1,22.8,3.4,1.3,made
44793,6,23.9,2.9,6.0,missed
44794,5,3.9,2.9,5.7,made
44795,7,3.4,3.5,8.6,made
44796,12,24.4,2.0,13.6,made
44797,1,17.7,5.3,2.1,made
44798,12,24.0,4.4,11.8,missed
44799,1,2.9,4.7,1.8,made
44800,7,8.3,3.5,7.2,made
44801,13,16.1,3.2,10.3,made
44802,6,10.0,1.7,4.1,missed
44803,7,7.0,1.9,6.3,missed
44804,6,7.8,2.3,5.8,missed
44805,0,24.6,4.2,0.6,made
44806,2,15.3,6.3,2.4,made
44807,15,13.6,2.2,12.9,missed
44808,5,31.2,4.3,5.5,made
44809,7,19.5,8.8,9.1,made
44810,6,10.2,2.2,4.9,made
44811,2,8.7,2.6,4.4,missed
44812,9,24.4,3.0,6.0,missed
44813,3,0.9,1.2,4.1,made
44814,10,8.8,2.7,10.0,missed
44815,0,22.2,4.0,1.0,made
44816,0,23.2,5.2,0.9,missed
44817,10,16.7,4.6,9.1,made
44818,4,5.7,3.7,4.6,made
44819,11,11.0,3.5,9.1,missed
44820,6,25.3,2.9,7.3,missed
44821,0,25.1,6.0,0.8,missed
44822,2,22.6,2.1,1.9,missed
44823,7,1.9,0.6,7.0,missed
44824,4,20.4,4.1,3.6,missed
44825,3,25.0,5.7,3.0,missed
44826,0,22.3,2.8,0.6,missed
44827,0,22.6,3.8,1.5,made
44828,3,13.4,2.7,3.5,made
44829,15,26.7,3.3,13.4,missed
44830,0,22.8,9.5,0.7,missed
44831,6,14.6,4.6,6.2,missed
44832,7,14.5,2.9,6.3,made
44833,14,13.7,3.0,10.4,made
44834,0,23.1,2.5,0.8,missed
44835,0,23.9,3.0,2.2,made
44836,16,6.0,3.3,16.0,missed
44837,0,25.0,10.3,0.8,made
44838,0,25.0,8.4,1.2,made
44839,0,24.8,14.8,0.9,missed
44840,5,1.0,3.7,5.7,made
44841,5,3.6,0.3,4.5,made
44842,15,25.2,4.7,12.1,missed
44843,8,15.8,2.2,6.5,made
44844,0,22.0,12.8,1.2,missed
44845,4,2.6,2.7,4.2,missed
44846,3,19.4,5.0,2.9,missed
44847,0,25.4,0.0,1.0,missed
44848,3,3.5,0.5,4.0,made
44849,4,24.6,3.3,5.2,missed
44850,3,9.4,3.0,4.4,missed
44851,0,22.0,14.8,1.0,made
44852,0,23.2,3.8,0.8,made
44853,6,15.5,1.4,6.9,missed
44854,6,6.4,2.8,7.7,missed
44855,0,1.3,1.0,0.7,made
44856,7,24.5,3.8,5.6,missed
44857,11,21.8,4.0,10.2,missed
44858,1,24.5,4.1,1.7,missed
44859,0,22.4,7.0,0.8,missed
44860,11,7.0,0.0,10.0,made
44861,0,25.3,6.8,0.9,missed
44862,0,1.9,3.5,0.6,made
44863,2,3.2,2.7,2.6,missed
44864,5,23.4,2.4,6.7,missed
44865,6,24.2,3.7,6.2,made
44866,1,26.2,3.5,1.4,missed
44867,4,18.9,1.4,4.4,made
44868,10,2.9,2.3,11.4,missed
44869,0,23.4,3.2,0.7,made
44870,7,3.6,4.2,7.4,made
44871,19,22.3,4.5,12.6,made
44872,3,12.3,2.4,2.4,made
44873,6,8.1,3.1,5.5,missed
44874,2,25.1,8.2,3.0,missed
44875,1,19.2,1.6,4.0,missed
44876,8,14.2,4.0,8.1,missed
44877,6,15.7,5.3,6.5,missed
44878,3,20.1,1.6,2.6,missed
44879,5,10.6,0.1,5.2,missed
44880,0,23.3,3.6,-0.4,made
44881,0,2.2,2.8,0.0,made
44882,0,23.0,7.9,0.8,made
44883,1,36.0,10.1,1.2,missed
44884,0,24.8,5.4,1.4,made
44885,12,25.2,5.3,13.5,made
44886,15,2.5,0.6,13.5,made
44887,5,22.9,3.5,6.3,made
44888,9,24.1,3.4,9.4,made
44889,1,23.5,3.5,2.7,made
44890,2,5.3,2.3,1.8,missed
44891,5,25.0,4.8,4.1,missed
44892,0,26.1,4.9,0.8,made
44893,16,8.8,3.5,13.8,made
44894,21,15.2,5.7,18.6,missed
44895,1,27.2,6.2,1.4,made
44896,4,26.1,2.8,4.2,missed
44897,1,24.9,2.6,3.4,missed
44898,4,19.1,2.1,3.8,made
44899,10,14.1,2.4,10.1,missed
44900,0,5.3,4.7,0.0,missed
44901,10,8.6,2.8,9.8,made
44902,11,24.6,2.3,10.6,missed
44903,0,26.3,7.9,0.6,missed
44904,7,2.1,1.1,5.9,made
44905,14,20.6,6.7,15.7,missed
44906,1,24.1,5.7,1.5,made
44907,0,22.5,5.6,0.8,missed
44908,21,25.9,5.2,19.4,made
44909,2,2.9,3.3,3.6,missed
44910,0,1.4,3.3,0.0,made
44911,0,15.6,2.9,2.9,missed
44912,5,13.6,7.1,6.8,made
44913,9,2.4,3.0,8.6,missed
44914,3,5.0,1.0,5.5,missed
44915,1,25.3,5.3,2.7,made
44916,3,19.3,1.9,2.8,made
44917,4,16.3,4.0,3.8,made
44918,3,28.0,6.1,3.2,missed
44919,0,22.9,3.3,0.7,made
44920,0,4.8,1.6,-0.3,made
44921,0,26.0,3.7,1.0,made
44922,0,23.2,4.3,1.2,missed
44923,9,25.3,2.9,9.1,made
44924,5,32.9,3.9,3.8,missed
44925,0,28.0,4.0,2.3,made
44926,0,25.2,3.1,0.8,missed
44927,7,2.7,3.5,6.1,missed
44928,7,1.8,3.0,6.8,made
44929,5,6.9,3.8,5.3,missed
44930,3,19.8,1.8,3.5,made
44931,4,24.7,3.2,4.6,made
44932,4,5.6,2.6,4.3,missed
44933,12,2.2,2.1,11.9,missed
44934,6,1.9,2.2,6.0,missed
44935,5,2.7,2.4,4.5,missed
44936,0,27.5,4.6,1.1,made
44937,0,3.9,1.9,5.3,made
44938,0,28.4,5.3,1.2,missed
44939,15,2.6,2.2,12.4,made
44940,3,0.8,2.3,3.0,missed
44941,0,24.7,3.2,0.7,missed
44942,14,3.3,2.0,13.0,made
44943,2,15.3,4.4,1.9,missed
44944,14,9.3,3.3,13.8,made
44945,3,25.1,2.5,4.1,missed
44946,0,0.8,0.0,1.4,missed
44947,5,12.4,8.6,7.7,made
44948,8,13.5,5.3,6.5,made
44949,0,22.7,4.4,0.8,made
44950,11,25.9,4.6,9.6,missed
44951,1,18.9,2.5,1.2,missed
44952,0,24.7,6.8,0.8,made
44953,8,3.1,2.1,8.2,made
44954,3,25.2,3.6,3.7,made
44955,8,7.2,2.8,6.6,missed
44956,7,10.1,5.2,8.2,made
44957,13,5.3,2.0,12.2,missed
44958,0,24.1,4.5,0.8,missed
44959,4,24.4,5.9,4.5,made
44960,6,24.5,15.7,5.6,made
44961,10,18.1,5.1,9.7,missed
44962,2,2.5,1.4,2.5,made
44963,12,16.2,2.5,11.1,made
44964,8,18.8,1.7,8.6,missed
44965,3,12.3,4.2,4.6,made
44966,0,2.8,1.6,0.4,made
44967,0,25.2,2.1,5.3,made
44968,2,15.0,3.5,3.6,made
44969,7,12.6,3.4,8.3,missed
44970,1,10.2,3.7,1.1,missed
44971,12,14.8,1.5,11.9,missed
44972,8,20.2,2.3,9.1,missed
44973,11,3.0,3.8,8.7,made
44974,1,17.3,3.8,2.0,made
44975,12,25.4,5.1,11.9,made
44976,6,23.2,2.9,7.6,made
44977,0,24.4,4.9,0.7,missed
44978,3,20.4,4.8,2.8,missed
44979,0,15.2,2.1,1.7,missed
44980,18,3.6,0.8,12.0,made
44981,18,6.7,2.3,18.7,missed
44982,4,3.9,3.7,4.3,missed
44983,0,2.3,3.0,1.8,missed
44984,8,20.8,7.2,10.6,made
44985,17,7.7,3.0,17.2,made
44986,13,1.8,0.0,11.4,missed
44987,12,10.8,2.6,10.6,made
44988,3,25.0,2.9,3.2,missed
44989,6,18.5,0.5,4.3,made
44990,0,24.1,5.4,0.3,made
44991,2,4.3,1.2,2.0,missed
44992,9,19.8,2.4,8.7,missed
44993,16,4.2,1.9,14.2,made
44994,0,22.5,1.4,1.0,made
44995,5,2.5,2.6,4.8,made
44996,5,24.4,2.6,5.3,missed
44997,4,3.1,1.7,4.9,made
44998,5,24.7,2.2,4.9,made
44999,9,4.8,2.4,7.4,missed
45000,2,22.9,1.7,2.8,made
45001,17,24.8,4.0,15.7,missed
45002,5,1.2,3.5,6.3,made
45003,2,24.3,2.0,5.1,made
45004,16,13.4,2.9,16.0,missed
45005,6,2.6,2.2,6.7,made
45006,13,6.7,3.9,11.7,missed
45007,13,18.0,1.8,13.4,made
45008,13,25.0,3.9,9.0,made
45009,10,24.9,3.6,10.1,made
45010,4,14.3,3.0,7.4,missed
45011,1,19.1,3.7,1.8,made
45012,0,1.9,1.1,0.0,made
45013,5,1.7,3.3,3.2,made
45014,3,25.4,4.2,4.6,missed
45015,1,1.2,2.2,2.3,missed
45016,1,23.2,4.3,1.8,made
45017,5,0.6,1.1,3.9,made
45018,5,14.5,2.6,4.9,made
45019,0,24.4,16.8,0.9,missed
45020,8,14.0,3.9,8.2,made
45021,3,10.2,3.1,4.0,made
45022,6,10.6,1.7,12.3,missed
45023,6,2.6,2.8,5.8,made
45024,9,26.0,2.9,7.3,missed
45025,2,1.1,4.0,2.2,missed
45026,5,18.9,10.2,6.0,made
45027,13,26.0,7.0,12.1,missed
45028,0,24.1,4.0,1.1,missed
45029,11,20.1,2.0,10.4,missed
45030,1,5.1,3.7,2.3,made
45031,0,25.6,5.2,1.0,missed
45032,2,20.3,4.8,1.7,made
45033,0,18.5,3.6,1.0,missed
45034,1,13.6,1.1,1.8,made
45035,1,16.3,2.9,2.2,missed
45036,0,14.8,2.5,2.5,missed
45037,0,24.4,9.8,0.6,made
45038,1,22.5,2.8,2.8,missed
45039,2,6.5,3.7,2.4,missed
45040,8,1.5,1.4,10.5,missed
45041,2,9.1,2.1,3.0,missed
45042,7,18.3,5.1,6.6,missed
45043,9,24.9,4.7,9.5,made
45044,12,4.8,1.0,9.9,made
45045,4,25.8,7.9,4.0,made
45046,3,27.6,4.1,3.3,made
45047,0,27.0,2.5,1.1,made
45048,7,28.9,4.6,8.2,missed
45049,10,4.8,1.8,10.5,missed
45050,4,15.0,4.8,6.4,made
45051,8,10.4,2.1,8.8,missed
45052,20,12.7,1.2,17.5,missed
45053,8,5.0,2.5,8.2,missed
45054,9,16.5,1.5,6.5,missed
45055,10,27.6,5.4,10.7,missed
45056,9,2.8,3.2,8.7,missed
45057,5,6.8,2.4,4.6,made
45058,0,26.0,4.4,4.0,missed
45059,0,18.8,2.7,0.4,missed
45060,6,11.9,4.8,4.7,missed
45061,7,7.6,2.1,5.3,made
45062,4,7.3,1.9,3.7,missed
45063,11,10.6,4.1,9.3,made
45064,11,6.7,2.4,7.5,missed
45065,3,1.8,2.7,4.0,missed
45066,2,16.9,2.2,3.5,made
45067,7,7.8,5.7,5.7,missed
45068,2,22.6,6.7,2.1,missed
45069,13,26.3,4.5,11.5,made
45070,7,21.2,4.4,7.4,made
45071,8,25.7,2.1,9.2,missed
45072,8,3.2,3.0,9.6,missed
45073,1,19.2,2.7,2.3,made
45074,13,14.7,2.5,10.7,missed
45075,16,17.6,4.2,13.6,made
45076,1,24.5,1.3,4.4,missed
45077,5,15.1,3.3,3.5,missed
45078,6,24.0,3.9,6.9,made
45079,6,7.8,0.9,5.5,missed
45080,0,2.0,3.6,1.0,missed
45081,8,18.3,2.3,11.3,made
45082,11,4.9,1.9,9.3,missed
45083,10,20.4,2.6,10.2,made
45084,2,4.1,1.9,4.4,missed
45085,0,22.4,8.8,1.0,made
45086,18,14.9,3.0,15.4,made
45087,16,20.5,3.0,14.3,made
45088,5,24.5,4.9,5.2,made
45089,8,14.6,3.3,5.8,made
45090,4,9.9,3.0,3.4,made
45091,3,24.4,3.5,3.4,missed
45092,4,1.8,1.5,4.2,made
45093,0,26.6,5.9,1.3,made
45094,2,16.8,5.1,4.4,made
45095,0,26.3,4.3,1.2,made
45096,0,25.7,2.1,1.0,missed
45097,7,5.2,1.9,6.9,made
45098,5,1.0,0.8,5.4,made
45099,8,7.3,0.3,8.4,missed
45100,10,12.3,5.1,8.0,made
45101,0,13.0,2.0,1.1,missed
45102,5,5.8,1.1,4.4,missed
45103,3,5.9,3.8,3.9,missed
45104,2,5.8,3.9,3.7,missed
45105,10,19.8,3.2,9.9,missed
45106,6,1.5,2.6,3.8,made
45107,5,24.7,4.0,3.5,missed
45108,1,24.4,3.2,2.0,missed
45109,8,20.7,2.6,8.6,missed
45110,1,15.0,5.2,1.9,missed
45111,5,3.5,1.9,5.9,missed
45112,3,1.8,3.4,3.8,made
45113,4,6.0,1.5,4.0,missed
45114,2,2.8,3.0,5.2,made
45115,7,20.1,3.0,6.7,missed
45116,0,24.0,4.7,1.0,missed
45117,0,22.0,6.6,1.1,missed
45118,0,12.3,2.5,0.9,missed
45119,3,18.7,0.9,3.0,missed
45120,7,2.7,1.5,5.9,made
45121,10,14.3,2.7,7.0,missed
45122,3,22.0,4.0,4.0,made
45123,0,22.5,2.9,0.9,made
45124,10,25.0,1.7,9.5,missed
45125,1,3.8,1.5,1.4,missed
45126,8,13.4,6.3,6.1,made
45127,11,16.0,3.6,11.6,missed
45128,1,21.5,0.2,2.0,missed
45129,9,21.7,3.9,7.2,missed
45130,16,2.3,0.6,17.1,missed
45131,2,12.6,4.7,1.7,made
45132,5,3.7,2.5,6.2,missed
45133,10,16.3,4.6,8.9,made
45134,0,21.5,3.1,0.9,missed
45135,0,16.4,3.1,0.8,missed
45136,0,17.0,1.8,0.6,missed
45137,1,17.7,5.0,1.6,made
45138,1,2.6,0.9,3.6,missed
45139,0,13.2,6.0,2.1,made
45140,5,16.8,3.0,6.2,missed
45141,18,12.9,3.5,13.8,missed
45142,0,12.2,4.9,0.0,missed
45143,19,8.4,2.0,17.9,missed
45144,16,8.0,2.0,17.5,missed
45145,0,22.7,8.7,0.7,missed
45146,11,17.8,3.8,8.9,missed
45147,0,26.3,3.9,1.1,missed
45148,0,2.8,0.3,1.2,made
45149,5,15.5,2.4,3.8,missed
45150,1,43.3,13.5,1.4,missed
45151,0,0.9,3.6,1.1,made
45152,0,24.1,6.5,1.1,missed
45153,17,14.8,4.1,15.5,missed
45154,2,2.4,3.2,3.0,made
45155,6,3.7,0.5,4.8,missed
45156,0,2.6,1.7,0.7,made
45157,1,25.8,4.5,1.1,missed
45158,4,3.7,1.2,3.5,missed
45159,0,25.5,5.3,1.2,made
45160,3,25.2,4.7,3.6,missed
45161,4,6.7,1.0,7.7,missed
45162,4,4.0,2.3,5.4,made
45163,6,10.0,4.7,6.4,made
45164,7,1.5,3.4,7.3,made
45165,3,26.0,2.6,3.4,missed
45166,2,9.2,3.2,2.5,missed
45167,2,3.0,1.5,1.8,made
45168,3,1.6,2.7,2.6,missed
45169,0,25.8,1.4,0.0,made
45170,0,2.6,3.2,0.5,made
45171,5,1.8,1.4,4.1,made
45172,6,24.4,5.4,4.4,missed
45173,0,13.5,3.7,0.8,made
45174,11,6.3,4.9,8.1,missed
45175,0,24.2,8.8,0.8,missed
45176,8,19.7,5.2,6.6,missed
45177,3,5.6,2.1,2.9,missed
45178,0,25.1,3.6,0.9,missed
45179,10,3.3,2.4,10.5,missed
45180,11,3.9,0.1,10.7,made
45181,10,12.0,3.1,7.4,made
45182,1,21.3,4.0,4.8,missed
45183,1,27.4,5.3,3.7,missed
45184,3,4.0,3.0,4.5,missed
45185,10,2.4,0.8,10.4,made
45186,5,3.4,1.9,4.9,made
45187,15,11.5,4.1,13.4,made
45188,4,26.9,4.9,4.8,made
45189,0,25.9,3.1,1.2,made
45190,2,27.6,4.3,2.8,missed
45191,8,25.0,4.0,10.0,missed
45192,1,7.4,2.7,5.3,made
45193,12,1.9,1.8,9.2,made
45194,4,29.2,4.8,2.4,missed
45195,5,16.1,1.4,6.0,missed
45196,4,6.7,3.3,5.0,made
45197,0,17.6,3.9,1.1,missed
45198,8,4.9,0.8,8.8,made
45199,0,3.5,5.4,0.8,made
45200,2,3.6,2.9,4.0,missed
45201,11,5.4,3.8,11.0,missed
45202,0,24.0,7.9,0.9,made
45203,5,21.9,3.7,4.6,made
45204,10,2.8,1.7,10.8,made
45205,15,13.3,4.2,15.2,made
45206,0,22.5,3.5,0.8,made
45207,0,25.4,4.5,1.0,missed
45208,0,22.8,7.6,0.8,missed
45209,2,18.2,1.9,4.6,made
45210,0,5.1,2.7,0.7,made
45211,4,7.4,2.9,3.6,made
45212,13,11.3,6.6,9.9,made
45213,5,7.1,2.2,4.4,missed
45214,0,22.9,3.6,0.8,made
45215,1,12.9,1.9,1.4,missed
45216,3,0.9,2.1,4.6,made
45217,10,9.8,2.2,9.8,missed
45218,9,20.7,1.7,5.8,made
45219,7,7.0,2.8,4.6,made
45220,2,2.2,5.3,2.4,made
45221,1,5.6,2.9,2.2,missed
45222,7,7.3,3.2,5.4,missed
45223,2,13.1,2.2,3.1,missed
45224,5,3.8,2.9,5.3,made
45225,14,14.8,3.4,12.7,made
45226,17,12.6,3.3,14.1,made
45227,0,24.0,4.5,0.8,missed
45228,11,7.8,1.8,8.2,missed
45229,1,4.9,5.8,3.5,missed
45230,9,5.1,2.5,8.3,made
45231,0,22.4,4.5,0.6,missed
45232,6,5.5,3.8,6.2,made
45233,5,4.8,1.5,4.0,missed
45234,2,2.8,2.4,3.6,made
45235,1,26.4,5.8,2.2,missed
45236,6,3.1,1.4,6.3,missed
45237,2,3.5,4.3,3.1,made
45238,2,19.1,3.4,1.6,missed
45239,2,13.4,2.5,2.0,made
45240,5,1.3,0.1,4.6,missed
45241,6,11.2,1.5,6.2,missed
45242,10,3.4,3.0,10.0,missed
45243,12,3.6,1.2,13.9,made
45244,23,8.4,0.3,20.0,missed
45245,0,24.3,6.4,0.9,missed
45246,5,2.9,4.7,4.6,made
45247,0,24.4,4.6,1.0,missed
45248,5,13.3,5.8,4.8,made
45249,9,8.7,2.6,7.4,made
45250,4,2.9,3.8,4.3,made
45251,0,24.1,7.5,0.5,missed
45252,11,8.3,2.1,8.6,missed
45253,0,4.1,1.8,1.0,missed
45254,3,15.7,2.1,3.4,made
45255,0,23.1,3.9,0.6,made
45256,8,8.5,1.4,6.4,missed
45257,1,5.2,1.3,1.6,made
45258,12,16.5,3.8,10.5,made
45259,0,23.7,5.1,0.9,missed
45260,14,20.9,1.7,12.2,made
45261,6,25.7,5.6,6.0,missed
45262,5,20.5,1.9,3.6,made
45263,11,11.6,3.3,10.9,missed
45264,13,15.6,4.7,9.8,missed
45265,8,24.0,3.0,7.0,missed
45266,1,18.3,2.0,1.8,missed
45267,3,5.5,2.1,2.3,missed
45268,3,3.6,1.6,3.0,missed
45269,4,24.7,7.0,3.8,missed
45270,14,18.4,5.1,12.0,missed
45271,5,6.8,0.9,5.0,missed
45272,4,19.0,2.7,4.5,missed
45273,0,24.6,5.1,1.0,missed
45274,3,1.7,1.9,3.3,missed
45275,6,1.5,1.7,7.8,missed
45276,1,2.3,0.0,2.2,missed
45277,5,7.1,1.5,5.1,missed
45278,0,15.0,10.0,0.0,made
45279,0,3.6,2.5,0.5,made
45280,11,12.3,2.8,7.2,missed
45281,2,24.8,10.6,2.8,made
45282,8,16.4,5.3,7.0,made
45283,8,4.3,3.6,6.3,made
45284,5,15.5,5.6,3.9,made
45285,5,23.9,5.4,4.5,missed
45286,1,2.8,5.6,1.5,made
45287,0,26.0,3.7,0.7,made
45288,1,1.1,5.2,2.1,made
45289,10,17.8,4.0,10.4,missed
45290,7,18.5,2.6,6.0,missed
45291,0,24.6,4.7,0.9,missed
45292,11,7.4,3.0,9.4,missed
45293,15,4.1,2.6,13.8,missed
45294,4,3.0,0.6,3.5,missed
45295,0,10.1,3.3,0.8,made
45296,0,13.1,4.6,0.8,missed
45297,2,5.1,2.5,4.3,missed
45298,12,14.1,4.6,10.8,missed
45299,13,7.5,2.6,11.4,made
45300,11,5.3,1.6,8.6,made
45301,11,19.0,4.6,9.9,missed
45302,9,4.2,2.3,7.4,missed
45303,1,3.0,3.9,1.2,made
45304,14,5.0,4.5,11.5,made
45305,3,1.9,1.4,5.4,missed
45306,5,26.9,6.2,3.4,missed
45307,4,2.2,1.1,4.1,made
45308,4,7.7,4.3,4.1,missed
45309,0,23.9,6.4,0.8,made
45310,3,24.8,5.3,3.2,missed
45311,0,23.8,5.2,1.0,missed
45312,2,13.3,4.1,1.7,missed
45313,2,13.5,0.0,2.0,missed
45314,4,3.9,2.3,3.5,made
45315,3,3.4,2.3,2.6,made
45316,0,22.4,7.0,1.5,missed
45317,9,13.3,4.5,8.0,made
45318,0,24.9,4.4,3.0,missed
45319,3,2.6,1.9,2.3,missed
45320,0,24.5,7.2,0.8,missed
45321,10,12.9,3.9,8.5,missed
45322,7,10.7,3.2,4.7,missed
45323,3,10.2,3.1,7.9,missed
45324,0,5.4,1.9,0.0,missed
45325,11,14.8,1.2,9.5,missed
45326,6,5.1,3.2,6.2,made
45327,11,7.4,4.9,12.8,missed
45328,3,6.1,2.9,3.5,made
45329,5,6.9,4.1,4.8,missed
45330,0,1.0,2.6,1.0,made
45331,3,10.4,2.5,7.2,missed
45332,8,3.8,3.1,6.6,missed
45333,12,3.1,2.5,9.9,made
45334,12,0.4,0.0,12.1,made
45335,6,6.3,1.4,5.6,made
45336,2,2.6,2.4,3.0,missed
45337,0,23.4,5.3,0.8,made
45338,0,24.6,10.1,1.2,missed
45339,7,3.6,2.4,6.2,missed
45340,2,6.7,1.4,2.6,missed
45341,4,2.9,3.4,2.9,made
45342,13,3.4,3.7,11.5,made
45343,9,26.4,4.6,9.8,missed
45344,3,3.4,2.7,4.5,missed
45345,0,24.6,6.4,0.9,missed
45346,3,2.4,3.9,2.7,made
45347,0,1.8,0.5,1.3,made
45348,8,4.4,3.8,6.6,made
45349,0,25.5,7.9,1.4,missed
45350,0,18.1,3.8,1.2,made
45351,0,24.4,7.1,0.7,made
45352,10,7.0,2.0,9.2,made
45353,9,13.7,2.6,7.2,missed
45354,0,25.1,7.0,1.0,made
45355,0,23.4,4.0,3.2,made
45356,20,10.8,4.3,16.5,made
45357,0,26.0,3.9,0.8,missed
45358,7,3.8,1.8,5.5,made
45359,5,16.5,1.6,5.6,missed
45360,1,3.3,3.0,1.2,made
45361,5,21.4,4.1,4.0,missed
45362,4,7.5,1.7,3.0,made
45363,4,12.1,5.7,4.1,made
45364,3,3.8,6.1,2.5,made
45365,5,19.8,3.1,3.9,made
45366,4,5.1,1.7,3.9,made
45367,1,12.4,2.6,1.6,missed
45368,1,16.2,2.1,3.3,made
45369,0,27.0,4.8,0.7,missed
45370,1,2.4,3.2,1.5,made
45371,8,2.4,4.4,6.8,made
45372,6,1.0,0.3,6.3,made
45373,4,16.0,4.5,4.9,missed
45374,3,30.4,3.7,4.4,missed
45375,3,15.9,3.0,4.0,made
45376,11,28.2,2.3,12.5,missed
45377,0,2.9,1.8,1.5,made
45378,3,18.1,3.1,5.5,made
45379,0,3.2,2.7,0.9,made
45380,2,7.4,3.0,2.5,missed
45381,8,1.5,0.0,7.9,missed
45382,3,15.0,2.2,3.7,made
45383,13,9.0,1.7,9.2,missed
45384,0,25.2,5.1,0.7,made
45385,13,11.8,4.3,11.6,made
45386,0,26.3,9.1,1.0,made
45387,5,26.5,2.7,4.8,missed
